Tue 28/Feb/2023 16:33:57
ID: B2
Bemerkung: 
Ud_start: -10
Ud_stop: 20
Ud_step: 0.5
Ugconst_start: 0.1000000014901161
Ugconst_stop: 15.10000038146973
Ugconst_step: 5
Int_Time: Short
IG_Limit: 1m
ID_Limit: 1m
Hold_Time: 0.15
StepDelay_Time: 0.15
Ch_length: 1E-005
Ch_width: 1E-005
Ch_height: 6.5E-008
Epsilon_r: 4
# Die folgenden 2 Zeilen sind nur für AIM-Extract wichtig !
61     4
0.1000000014901161     5.100000001490116     10.10000000149012     15.10000000149012    
# 
Messdaten: 
# Ausgabeformat:
# 1.Spalte: Ud, 2.Spalte: Id zu Ugconst_start, 3.Spalte: Id zu Ugconst_start + Ugconst_step,
#    4.Spalte: Id zu Ugconst_start + 2*Ugconst_step, usw.
# 
-10     3.34E-011     1.7E-011     9.580000000000001E-012     5.77E-012    
-9.5     3.37E-011     1.71E-011     1.025E-011     5.95E-012    
-9     3.42E-011     1.67E-011     1.04E-011     6.25E-012    
-8.5     3.41E-011     1.75E-011     1.039E-011     6.53E-012    
-8     3.42E-011     1.75E-011     1.03E-011     6.57E-012    
-7.5     3.32E-011     1.76E-011     1.045E-011     6.81E-012    
-7     3.24E-011     1.76E-011     1.073E-011     6.94E-012    
-6.5     3.28E-011     1.78E-011     1.077E-011     7.03E-012    
-6     3.33E-011     1.74E-011     1.077E-011     7.18E-012    
-5.5     3.3E-011     1.77E-011     1.078E-011     7.26E-012    
-5     3.27E-011     1.75E-011     1.088E-011     7.38E-012    
-4.5     3.3E-011     1.76E-011     1.104E-011     7.430000000000001E-012    
-4     3.26E-011     1.76E-011     1.115E-011     7.350000000000001E-012    
-3.5     3.19E-011     1.77E-011     1.114E-011     7.41E-012    
-3     3.15E-011     1.77E-011     1.103E-011     7.5E-012    
-2.5     3.17E-011     1.75E-011     1.09E-011     7.61E-012    
-2     3.16E-011     1.76E-011     1.093E-011     7.62E-012    
-1.5     3.18E-011     1.77E-011     1.099E-011     7.62E-012    
-1     3.65E-011     1.76E-011     1.116E-011     7.63E-012    
-0.5     6.88E-010     5E-011     4.6E-011     4.21E-011    
0     5.54E-009     3.05E-009     3E-009     2.89E-009    
0.5     1.522E-008     2.93E-008     2.9E-008     2.86E-008    
1     2.82E-008     1.028E-007     1.024E-007     1.016E-007    
1.5     4.29E-008     2.44E-007     2.42E-007     2.41E-007    
2     5.78E-008     4.67E-007     4.65E-007     4.64E-007    
2.5     7.31E-008     7.730000000000001E-007     7.730000000000001E-007     7.730000000000001E-007    
3     8.84E-008     1.16E-006     1.165E-006     1.166E-006    
3.5     1.04E-007     1.629E-006     1.642E-006     1.645E-006    
4     1.194E-007     2.18E-006     2.21E-006     2.21E-006    
4.5     1.348E-007     2.79E-006     2.86E-006     2.86E-006    
5     1.503E-007     3.45E-006     3.59E-006     3.61E-006    
5.5     1.657E-007     4.16E-006     4.42E-006     4.45E-006    
6     1.81E-007     4.9E-006     5.33E-006     5.37E-006    
6.5     1.963E-007     5.66E-006     6.32E-006     6.38E-006    
7     2.11E-007     6.43E-006     7.4E-006     7.49E-006    
7.5     2.26E-007     7.21E-006     8.559999999999999E-006     8.7E-006    
8     2.42E-007     8E-006     9.799999999999999E-006     1E-005    
8.5     2.57E-007     8.790000000000001E-006     1.112E-005     1.139E-005    
9     2.72E-007     9.59E-006     1.25E-005     1.289E-005    
9.5     2.87E-007     1.039E-005     1.394E-005     1.448E-005    
10     3.03E-007     1.119E-005     1.543E-005     1.617E-005    
10.5     3.17E-007     1.197E-005     1.691E-005     1.789E-005    
11     3.32E-007     1.278E-005     1.848E-005     1.98E-005    
11.5     3.47E-007     1.358E-005     2E-005     2.17E-005    
12     3.63E-007     1.44E-005     2.16E-005     2.39E-005    
12.5     3.78E-007     1.52E-005     2.32E-005     2.61E-005    
13     3.93E-007     1.602E-005     2.49E-005     2.83E-005    
13.5     4.07E-007     1.683E-005     2.66E-005     3.07E-005    
14     4.23E-007     1.765E-005     2.83E-005     3.32E-005    
14.5     4.38E-007     1.845E-005     3E-005     3.57E-005    
15     4.53E-007     1.928E-005     3.17E-005     3.84E-005    
15.5     4.67E-007     2E-005     3.34E-005     4.1E-005    
16     4.82E-007     2.08E-005     3.51E-005     4.37E-005    
16.5     4.97E-007     2.16E-005     3.68E-005     4.64E-005    
17     5.12E-007     2.25E-005     3.85E-005     4.92E-005    
17.5     5.27E-007     2.34E-005     4.03E-005     5.2E-005    
18     5.42E-007     2.41E-005     4.2E-005     5.5E-005    
18.5     5.57E-007     2.49E-005     4.37E-005     5.79E-005    
19     5.71E-007     2.57E-005     4.55E-005     6.08E-005    
19.5     5.86E-007     2.65E-005     4.72E-005     6.380000000000001E-005    
20     6.010000000000001E-007     2.73E-005     4.9E-005     6.67E-005    
