Thu 04/May/2023 14:52:53
ID: B1
Bemerkung: 
Ud_start: 0
Ud_stop: 20
Ud_step: 0.5
Ugconst_start: 0
Ugconst_stop: 20
Ugconst_step: 4
Int_Time: Short
IG_Limit: 1m
ID_Limit: 1m
Hold_Time: 0.15
StepDelay_Time: 0.15
Ch_length: 1E-005
Ch_width: 1E-005
Ch_height: 6.5E-008
Epsilon_r: 4
# Die folgenden 2 Zeilen sind nur für AIM-Extract wichtig !
41     6
0     4     8     12     16     20    
# 
Messdaten: 
# Ausgabeformat:
# 1.Spalte: Ud, 2.Spalte: Id zu Ugconst_start, 3.Spalte: Id zu Ugconst_start + Ugconst_step,
#    4.Spalte: Id zu Ugconst_start + 2*Ugconst_step, usw.
# 
0     -1.141E-010     -1.043E-009     -2.13E-009     -3.33E-009     -4.35E-009     -5.4E-009    
0.5     4.36E-008     7.78E-007     1.545E-006     2.35E-006     3.14E-006     3.92E-006    
1     5.12E-008     1.454E-006     3E-006     4.57E-006     6.14E-006     7.689999999999999E-006    
1.5     5.22E-008     2.05E-006     4.34E-006     6.69E-006     9.05E-006     1.138E-005    
2     5.25E-008     2.54E-006     5.59E-006     8.72E-006     1.187E-005     1.498E-005    
2.5     5.3E-008     2.94E-006     6.74E-006     1.066E-005     1.46E-005     1.849E-005    
3     5.31E-008     3.26E-006     7.81E-006     1.251E-005     1.724E-005     2.19E-005    
3.5     5.34E-008     3.51E-006     8.790000000000001E-006     1.428E-005     1.981E-005     2.53E-005    
4     5.36E-008     3.7E-006     9.69E-006     1.596E-005     2.23E-005     2.86E-005    
4.5     5.39E-008     3.83E-006     1.05E-005     1.756E-005     2.47E-005     3.18E-005    
5     5.4E-008     3.92E-006     1.123E-005     1.907E-005     2.7E-005     3.5E-005    
5.5     5.42E-008     3.98E-006     1.188E-005     2.05E-005     2.93E-005     3.81E-005    
6     5.45E-008     4.02E-006     1.246E-005     2.18E-005     3.14E-005     4.12E-005    
6.5     5.48E-008     4.04E-006     1.296E-005     2.31E-005     3.36E-005     4.42E-005    
7     5.48E-008     4.06E-006     1.339E-005     2.43E-005     3.56E-005     4.71E-005    
7.5     5.51E-008     4.07E-006     1.375E-005     2.54E-005     3.76E-005     5.01E-005    
8     5.53E-008     4.07E-006     1.405E-005     2.64E-005     3.96E-005     5.3E-005    
8.5     5.54E-008     4.08E-006     1.43E-005     2.74E-005     4.14E-005     5.58E-005    
9     5.55E-008     4.09E-006     1.45E-005     2.83E-005     4.32E-005     5.86E-005    
9.5     5.58E-008     4.09E-006     1.465E-005     2.91E-005     4.49E-005     6.14E-005    
10     5.6E-008     4.1E-006     1.478E-005     2.99E-005     4.66E-005     6.4E-005    
10.5     5.61E-008     4.1E-006     1.488E-005     3.05E-005     4.81E-005     6.660000000000001E-005    
11     5.61E-008     4.1E-006     1.496E-005     3.11E-005     4.97E-005     6.92E-005    
11.5     5.65E-008     4.1E-006     1.502E-005     3.17E-005     5.11E-005     7.18E-005    
12     5.66E-008     4.11E-006     1.508E-005     3.22E-005     5.26E-005     7.43E-005    
12.5     5.67E-008     4.12E-006     1.513E-005     3.26E-005     5.39E-005     7.68E-005    
13     5.69E-008     4.12E-006     1.517E-005     3.29E-005     5.52E-005     7.92E-005    
13.5     5.7E-008     4.12E-006     1.521E-005     3.33E-005     5.63E-005     8.15E-005    
14     5.71E-008     4.13E-006     1.524E-005     3.36E-005     5.74E-005     8.390000000000001E-005    
14.5     5.74E-008     4.13E-006     1.528E-005     3.38E-005     5.85E-005     8.610000000000001E-005    
15     5.73E-008     4.13E-006     1.532E-005     3.4E-005     5.95E-005     8.830000000000001E-005    
15.5     5.76E-008     4.14E-006     1.535E-005     3.42E-005     6.04E-005     9.05E-005    
16     5.78E-008     4.14E-006     1.538E-005     3.44E-005     6.12E-005     9.25E-005    
16.5     5.79E-008     4.14E-006     1.541E-005     3.46E-005     6.2E-005     9.450000000000001E-005    
17     5.79E-008     4.15E-006     1.544E-005     3.48E-005     6.270000000000001E-005     9.65E-005    
17.5     5.81E-008     4.15E-006     1.547E-005     3.49E-005     6.34E-005     9.83E-005    
18     5.82E-008     4.15E-006     1.549E-005     3.5E-005     6.4E-005     0.0001001    
18.5     5.83E-008     4.15E-006     1.552E-005     3.52E-005     6.46E-005     0.0001019    
19     5.85E-008     4.16E-006     1.555E-005     3.53E-005     6.51E-005     0.0001035    
19.5     5.86E-008     4.16E-006     1.558E-005     3.54E-005     6.56E-005     0.0001051    
20     5.88E-008     4.16E-006     1.561E-005     3.56E-005     6.609999999999999E-005     0.0001065    
