Tue 28/Feb/2023 17:00:50
ID: D2
Bemerkung: 
Ud_start: 0
Ud_stop: 20
Ud_step: 0.5
Ugconst_start: 0
Ugconst_stop: 20
Ugconst_step: 4
Int_Time: Short
IG_Limit: 1m
ID_Limit: 1m
Hold_Time: 0.15
StepDelay_Time: 0.15
Ch_length: 1E-005
Ch_width: 1E-005
Ch_height: 6.5E-008
Epsilon_r: 4
# Die folgenden 2 Zeilen sind nur für AIM-Extract wichtig !
41     6
0     4     8     12     16     20    
# 
Messdaten: 
# Ausgabeformat:
# 1.Spalte: Ud, 2.Spalte: Id zu Ugconst_start, 3.Spalte: Id zu Ugconst_start + Ugconst_step,
#    4.Spalte: Id zu Ugconst_start + 2*Ugconst_step, usw.
# 
0     -2.71E-010     -1.134E-009     -2.25E-009     -3.14E-009     -4.13E-009     -4.95E-009    
0.5     1.314E-007     8.56E-007     1.542E-006     2.24E-006     2.95E-006     3.65E-006    
1     1.999E-007     1.625E-006     3.01E-006     4.37E-006     5.76E-006     7.16E-006    
1.5     2.32E-007     2.32E-006     4.37E-006     6.41E-006     8.5E-006     1.06E-005    
2     2.44E-007     2.92E-006     5.64E-006     8.37E-006     1.116E-005     1.395E-005    
2.5     2.49E-007     3.43E-006     6.84E-006     1.025E-005     1.373E-005     1.723E-005    
3     2.51E-007     3.86E-006     7.96E-006     1.205E-005     1.624E-005     2.04E-005    
3.5     2.53E-007     4.22E-006     9E-006     1.378E-005     1.867E-005     2.36E-005    
4     2.54E-007     4.51E-006     9.969999999999999E-006     1.544E-005     2.1E-005     2.66E-005    
4.5     2.55E-007     4.74E-006     1.087E-005     1.702E-005     2.33E-005     2.97E-005    
5     2.56E-007     4.91E-006     1.168E-005     1.853E-005     2.55E-005     3.27E-005    
5.5     2.57E-007     5.03E-006     1.243E-005     1.998E-005     2.77E-005     3.56E-005    
6     2.58E-007     5.12E-006     1.31E-005     2.13E-005     2.98E-005     3.85E-005    
6.5     2.59E-007     5.18E-006     1.371E-005     2.26E-005     3.19E-005     4.14E-005    
7     2.6E-007     5.22E-006     1.425E-005     2.39E-005     3.39E-005     4.42E-005    
7.5     2.61E-007     5.25E-006     1.472E-005     2.51E-005     3.59E-005     4.7E-005    
8     2.61E-007     5.27E-006     1.513E-005     2.62E-005     3.78E-005     4.98E-005    
8.5     2.62E-007     5.29E-006     1.548E-005     2.72E-005     3.97E-005     5.26E-005    
9     2.63E-007     5.3E-006     1.577E-005     2.82E-005     4.15E-005     5.53E-005    
9.5     2.64E-007     5.31E-006     1.602E-005     2.91E-005     4.32E-005     5.79E-005    
10     2.64E-007     5.32E-006     1.622E-005     3E-005     4.49E-005     6.06E-005    
10.5     2.65E-007     5.32E-006     1.638E-005     3.08E-005     4.65E-005     6.31E-005    
11     2.65E-007     5.33E-006     1.652E-005     3.15E-005     4.81E-005     6.57E-005    
11.5     2.66E-007     5.34E-006     1.664E-005     3.22E-005     4.97E-005     6.830000000000001E-005    
12     2.67E-007     5.34E-006     1.674E-005     3.28E-005     5.12E-005     7.08E-005    
12.5     2.67E-007     5.35E-006     1.682E-005     3.34E-005     5.27E-005     7.330000000000001E-005    
13     2.68E-007     5.35E-006     1.688E-005     3.39E-005     5.41E-005     7.58E-005    
13.5     2.68E-007     5.36E-006     1.694E-005     3.43E-005     5.54E-005     7.830000000000001E-005    
14     2.69E-007     5.37E-006     1.699E-005     3.48E-005     5.67E-005     8.07E-005    
14.5     2.7E-007     5.37E-006     1.704E-005     3.51E-005     5.79E-005     8.31E-005    
15     2.7E-007     5.37E-006     1.708E-005     3.55E-005     5.91E-005     8.550000000000001E-005    
15.5     2.7E-007     5.38E-006     1.712E-005     3.57E-005     6.02E-005     8.780000000000001E-005    
16     2.71E-007     5.38E-006     1.716E-005     3.6E-005     6.13E-005     9.01E-005    
16.5     2.71E-007     5.39E-006     1.72E-005     3.62E-005     6.219999999999999E-005     9.229999999999999E-005    
17     2.72E-007     5.39E-006     1.724E-005     3.65E-005     6.320000000000001E-005     9.46E-005    
17.5     2.72E-007     5.39E-006     1.727E-005     3.67E-005     6.41E-005     9.670000000000001E-005    
18     2.73E-007     5.4E-006     1.73E-005     3.69E-005     6.490000000000001E-005     9.88E-005    
18.5     2.73E-007     5.4E-006     1.734E-005     3.7E-005     6.57E-005     0.0001008    
19     2.73E-007     5.4E-006     1.737E-005     3.72E-005     6.64E-005     0.0001029    
19.5     2.73E-007     5.41E-006     1.741E-005     3.73E-005     6.710000000000001E-005     0.0001048    
20     2.74E-007     5.41E-006     1.744E-005     3.75E-005     6.770000000000001E-005     0.0001066    
