Tue 28/Feb/2023 16:43:53
ID: D2
Bemerkung: 
Ud_start: -10
Ud_stop: 20
Ud_step: 0.5
Ugconst_start: 0.1000000014901161
Ugconst_stop: 15.10000038146973
Ugconst_step: 5
Int_Time: Short
IG_Limit: 1m
ID_Limit: 1m
Hold_Time: 0.15
StepDelay_Time: 0.15
Ch_length: 1E-005
Ch_width: 1E-005
Ch_height: 6.5E-008
Epsilon_r: 4
# Die folgenden 2 Zeilen sind nur für AIM-Extract wichtig !
61     4
0.1000000014901161     5.100000001490116     10.10000000149012     15.10000000149012    
# 
Messdaten: 
# Ausgabeformat:
# 1.Spalte: Ud, 2.Spalte: Id zu Ugconst_start, 3.Spalte: Id zu Ugconst_start + Ugconst_step,
#    4.Spalte: Id zu Ugconst_start + 2*Ugconst_step, usw.
# 
-10     -1.1E-011     -7.53E-012     -7.18E-012     -6.52E-012    
-9.5     -1.019E-011     -6.78E-012     -6.64E-012     -6.08E-012    
-9     -9.589999999999999E-012     -6.54E-012     -6.32E-012     -5.57E-012    
-8.5     -8.93E-012     -6.2E-012     -5.93E-012     -5.37E-012    
-8     -8.69E-012     -5.95E-012     -5.56E-012     -5.14E-012    
-7.5     -8.3E-012     -5.7E-012     -5.37E-012     -4.94E-012    
-7     -7.89E-012     -5.57E-012     -5.17E-012     -4.76E-012    
-6.5     -7.82E-012     -5.52E-012     -4.86E-012     -4.67E-012    
-6     -7.5E-012     -5.25E-012     -4.75E-012     -4.39E-012    
-5.5     -7.24E-012     -5.09E-012     -4.71E-012     -4.24E-012    
-5     -7.07E-012     -5E-012     -4.38E-012     -4.02E-012    
-4.5     -6.4E-012     -4.9E-012     -4.45E-012     -3.91E-012    
-4     -1.28E-011     -4.72E-012     -4.19E-012     -3.81E-012    
-3.5     -6.9E-012     -4.57E-012     -4.14E-012     -3.71E-012    
-3     -6.55E-012     -4.53E-012     -4.09E-012     -3.61E-012    
-2.5     -6.36E-012     -4.48E-012     -3.96E-012     -3.42E-012    
-2     6.710000000000001E-011     -3.39E-012     -3.09E-012     -2.91E-012    
-1.5     2.76E-009     7.67E-010     5.8E-010     5.12E-010    
-1     1.122E-008     1.86E-008     1.691E-008     1.591E-008    
-0.5     2.49E-008     8.39E-008     7.88E-008     7.64E-008    
0     4.27E-008     2.3E-007     2.21E-007     2.16E-007    
0.5     6.139999999999999E-008     4.82E-007     4.68E-007     4.62E-007    
1     8.01E-008     8.41E-007     8.24E-007     8.16E-007    
1.5     9.85E-008     1.305E-006     1.288E-006     1.279E-006    
2     1.167E-007     1.871E-006     1.859E-006     1.851E-006    
2.5     1.347E-007     2.54E-006     2.54E-006     2.54E-006    
3     1.524E-007     3.28E-006     3.33E-006     3.33E-006    
3.5     1.7E-007     4.08E-006     4.22E-006     4.22E-006    
4     1.873E-007     4.92E-006     5.21E-006     5.22E-006    
4.5     2.04E-007     5.79E-006     6.3E-006     6.33E-006    
5     2.21E-007     6.68E-006     7.49E-006     7.54E-006    
5.5     2.39E-007     7.57E-006     8.780000000000001E-006     8.86E-006    
6     2.56E-007     8.47E-006     1.015E-005     1.03E-005    
6.5     2.73E-007     9.37E-006     1.162E-005     1.184E-005    
7     2.9E-007     1.026E-005     1.316E-005     1.35E-005    
7.5     3.07E-007     1.116E-005     1.479E-005     1.528E-005    
8     3.24E-007     1.206E-005     1.646E-005     1.717E-005    
8.5     3.41E-007     1.297E-005     1.819E-005     1.919E-005    
9     3.58E-007     1.387E-005     1.995E-005     2.12E-005    
9.5     3.75E-007     1.477E-005     2.17E-005     2.35E-005    
10     3.93E-007     1.568E-005     2.35E-005     2.59E-005    
10.5     4.09E-007     1.656E-005     2.53E-005     2.83E-005    
11     4.27E-007     1.748E-005     2.72E-005     3.09E-005    
11.5     4.44E-007     1.84E-005     2.91E-005     3.36E-005    
12     4.62E-007     1.932E-005     3.1E-005     3.64E-005    
12.5     4.79E-007     2.02E-005     3.29E-005     3.92E-005    
13     4.97E-007     2.11E-005     3.49E-005     4.22E-005    
13.5     5.14E-007     2.2E-005     3.68E-005     4.52E-005    
14     5.33E-007     2.3E-005     3.88E-005     4.83E-005    
14.5     5.5E-007     2.39E-005     4.07E-005     5.15E-005    
15     5.68E-007     2.49E-005     4.28E-005     5.49E-005    
15.5     5.85E-007     2.58E-005     4.48E-005     5.81E-005    
16     6.03E-007     2.68E-005     4.68E-005     6.15E-005    
16.5     6.21E-007     2.77E-005     4.88E-005     6.48E-005    
17     6.38E-007     2.87E-005     5.09E-005     6.82E-005    
17.5     6.560000000000001E-007     2.96E-005     5.3E-005     7.17E-005    
18     6.73E-007     3.06E-005     5.51E-005     7.52E-005    
18.5     6.91E-007     3.16E-005     5.72E-005     7.87E-005    
19     7.09E-007     3.25E-005     5.93E-005     8.23E-005    
19.5     7.26E-007     3.35E-005     6.14E-005     8.58E-005    
20     7.44E-007     3.44E-005     6.35E-005     8.940000000000001E-005    
