Tue 28/Feb/2023 16:38:37
ID: C2
Bemerkung: 
Ud_start: -10
Ud_stop: 20
Ud_step: 0.5
Ugconst_start: 0.1000000014901161
Ugconst_stop: 15.10000038146973
Ugconst_step: 5
Int_Time: Short
IG_Limit: 1m
ID_Limit: 1m
Hold_Time: 0.15
StepDelay_Time: 0.15
Ch_length: 1E-005
Ch_width: 1E-005
Ch_height: 6.5E-008
Epsilon_r: 4
# Die folgenden 2 Zeilen sind nur für AIM-Extract wichtig !
61     4
0.1000000014901161     5.100000001490116     10.10000000149012     15.10000000149012    
# 
Messdaten: 
# Ausgabeformat:
# 1.Spalte: Ud, 2.Spalte: Id zu Ugconst_start, 3.Spalte: Id zu Ugconst_start + Ugconst_step,
#    4.Spalte: Id zu Ugconst_start + 2*Ugconst_step, usw.
# 
-10     6E-012     4.23E-012     1.683E-012     9.9E-014    
-9.5     7E-012     4.25E-012     1.58E-012     2.39E-013    
-9     7E-012     4.33E-012     1.78E-012     2.73E-013    
-8.5     7.08E-012     4.55E-012     1.84E-012     2.88E-013    
-8     8.29E-012     4.47E-012     1.89E-012     3.04E-013    
-7.5     7.559999999999999E-012     4.62E-012     1.93E-012     2.75E-013    
-7     7.41E-012     4.65E-012     2.06E-012     2.53E-013    
-6.5     7.88E-012     4.76E-012     1.99E-012     2.24E-013    
-6     8.22E-012     4.76E-012     2.21E-012     2.03E-013    
-5.5     8.63E-012     4.73E-012     2.19E-012     1.63E-013    
-5     8.160000000000001E-012     5.14E-012     2.4E-012     1.65E-013    
-4.5     8.140000000000001E-012     5.28E-012     2.45E-012     1.13E-013    
-4     8.34E-012     5.07E-012     2.37E-012     1.36E-013    
-3.5     8.5E-012     4.98E-012     2.51E-012     1.22E-013    
-3     8.69E-012     5.02E-012     2.45E-012     1.44E-013    
-2.5     2.82E-011     5.43E-012     3.39E-012     1.156E-011    
-2     1.171E-009     2.25E-010     2.78E-010     1.155E-009    
-1.5     7.17E-009     8.93E-009     9.79E-009     1.835E-008    
-1     1.684E-008     4.88E-008     5.08E-008     7.17E-008    
-0.5     2.96E-008     1.43E-007     1.47E-007     1.85E-007    
0     4.73E-008     3.04E-007     3.1E-007     3.7E-007    
0.5     6.62E-008     5.62E-007     5.700000000000001E-007     6.58E-007    
1     8.49E-008     9.24E-007     9.350000000000001E-007     1.05E-006    
1.5     1.034E-007     1.392E-006     1.409E-006     1.551E-006    
2     1.215E-007     1.961E-006     1.99E-006     2.16E-006    
2.5     1.392E-007     2.63E-006     2.68E-006     2.87E-006    
3     1.568E-007     3.38E-006     3.47E-006     3.69E-006    
3.5     1.742E-007     4.18E-006     4.36E-006     4.61E-006    
4     1.912E-007     5.03E-006     5.35E-006     5.63E-006    
4.5     2.08E-007     5.9E-006     6.44E-006     6.75E-006    
5     2.24E-007     6.78E-006     7.63E-006     7.98E-006    
5.5     2.41E-007     7.669999999999999E-006     8.9E-006     9.310000000000001E-006    
6     2.57E-007     8.55E-006     1.027E-005     1.075E-005    
6.5     2.74E-007     9.439999999999999E-006     1.172E-005     1.229E-005    
7     2.9E-007     1.032E-005     1.325E-005     1.394E-005    
7.5     3.06E-007     1.12E-005     1.483E-005     1.569E-005    
8     3.22E-007     1.207E-005     1.647E-005     1.755E-005    
8.5     3.38E-007     1.294E-005     1.817E-005     1.952E-005    
9     3.54E-007     1.381E-005     1.988E-005     2.15E-005    
9.5     3.7E-007     1.467E-005     2.16E-005     2.37E-005    
10     3.86E-007     1.554E-005     2.33E-005     2.6E-005    
10.5     4.01E-007     1.636E-005     2.52E-005     2.83E-005    
11     4.17E-007     1.723E-005     2.7E-005     3.08E-005    
11.5     4.33E-007     1.809E-005     2.87E-005     3.34E-005    
12     4.49E-007     1.895E-005     3.05E-005     3.61E-005    
12.5     4.65E-007     1.98E-005     3.23E-005     3.88E-005    
13     4.81E-007     2.06E-005     3.41E-005     4.16E-005    
13.5     4.97E-007     2.14E-005     3.6E-005     4.45E-005    
14     5.12E-007     2.23E-005     3.78E-005     4.74E-005    
14.5     5.29E-007     2.32E-005     3.97E-005     5.03E-005    
15     5.44E-007     2.4E-005     4.15E-005     5.34E-005    
15.5     5.6E-007     2.49E-005     4.33E-005     5.65E-005    
16     5.75E-007     2.57E-005     4.52E-005     5.95E-005    
16.5     5.91E-007     2.66E-005     4.7E-005     6.26E-005    
17     6.07E-007     2.75E-005     4.89E-005     6.57E-005    
17.5     6.22E-007     2.83E-005     5.08E-005     6.880000000000001E-005    
18     6.37E-007     2.91E-005     5.27E-005     7.2E-005    
18.5     6.53E-007     3E-005     5.46E-005     7.52E-005    
19     6.68E-007     3.09E-005     5.64E-005     7.84E-005    
19.5     6.83E-007     3.17E-005     5.83E-005     8.160000000000001E-005    
20     6.98E-007     3.25E-005     6.02E-005     8.48E-005    
